year,food_code,mod_code,food_description,method,method_description,nhanes,price_100gm
2011/2012,72125211,0,"Spinach, cooked, from fresh, fat not added in cooking",4,FNDDS recipe with modified SR codes,NA,1.092411
2011/2012,72125213,0,"Spinach, cooked, from canned, fat not added in cooking",1,Links to FNDDS,NA,0.369254
2011/2012,72125221,0,"Spinach, cooked, from fresh, fat added in cooking",4,FNDDS recipe with modified SR codes,NA,1.07421
2011/2012,72125221,100767,"Spinach, cooked, from fresh, fat added in cooking W/ VEGETABLE OIL, NFS  (INCLUDE OIL, NFS)",4,FNDDS recipe with modified SR codes,NA,1.73406
2011/2012,72125222,0,"Spinach, cooked, from frozen, fat added in cooking",4,FNDDS recipe with modified SR codes,NA,0.539738
2011/2012,72125222,202114,"Spinach, cooked, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)",4,FNDDS recipe with modified SR codes,NA,0.542699
2011/2012,72125230,0,"Spinach, NS as to form, creamed",1,Links to FNDDS,NA,0.931705
2011/2012,72125232,0,"Spinach, from frozen, creamed",1,Links to FNDDS,NA,0.59953
2011/2012,72125240,0,Spinach souffle,1,Links to FNDDS,NA,0.850592
2011/2012,72125310,0,"Palak Paneer or Saag Paneer (Indian) (Includes spinach or mustard greens with cottage cheese, Saagwala)",4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,72128213,0,"Turnip greens, cooked, from canned, fat not added in cooking",4,FNDDS recipe with modified SR codes,NA,0.414796
2011/2012,72128221,0,"Turnip greens, cooked, from fresh, fat added in cooking",4,FNDDS recipe with modified SR codes,NA,0.413942
2011/2012,72128221,100962,"Turnip greens, cooked, from fresh, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)",4,FNDDS recipe with modified SR codes,NA,0.41404
2011/2012,72128221,205727,"Turnip greens, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS",4,FNDDS recipe with modified SR codes,NA,0.456282
2011/2012,72201100,0,"Broccoli, raw",2,Links to altEC,NA,0.740591
2011/2012,72201200,0,"Broccoli, cooked, NS as to form, NS as to fat added in cooking (Includes broccoli, NFS)",4,FNDDS recipe with modified SR codes,NA,0.454013
2011/2012,72201210,0,"Broccoli, cooked, NS as to form, fat not added in cooking",4,FNDDS recipe with modified SR codes,NA,0.456027
2011/2012,72201211,0,"Broccoli, cooked, from fresh, fat not added in cooking",4,FNDDS recipe with modified SR codes,NA,0.456027
2011/2012,72201212,0,"Broccoli, cooked, from frozen, fat not added in cooking",4,FNDDS recipe with modified SR codes,NA,0.368847
2011/2012,72201221,0,"Broccoli, cooked, from fresh, fat added in cooking",4,FNDDS recipe with modified SR codes,NA,0.454013
2011/2012,72201221,100033,"Broccoli, cooked, from fresh, fat added in cooking W/ BUTTER, NFS",4,FNDDS recipe with modified SR codes,NA,0.461036
2011/2012,72201221,200428,"Broccoli, cooked, from fresh, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)",4,FNDDS recipe with modified SR codes,NA,0.454168
2011/2012,72201222,0,"Broccoli, cooked, from frozen, fat added in cooking",4,FNDDS recipe with modified SR codes,NA,0.369336
2011/2012,72201222,202783,"Broccoli, cooked, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)",4,FNDDS recipe with modified SR codes,NA,0.369352
2011/2012,72201230,0,"Broccoli, cooked, NS as to form, with cheese sauce",5,Modified FNDDS recipe,NA,0.484913
2011/2012,72201231,0,"Broccoli, cooked, from fresh, with cheese sauce",4,FNDDS recipe with modified SR codes,NA,0.684663
2011/2012,72201232,0,"Broccoli, cooked, from frozen, with cheese sauce",1,Links to FNDDS,NA,0.544177
2011/2012,72201252,0,"Broccoli, cooked, from frozen, with cream sauce",1,Links to FNDDS,NA,0.569146
2011/2012,72202010,0,"Broccoli casserole (broccoli, noodles, and cream sauce)",4,FNDDS recipe with modified SR codes,NA,0.314825
2011/2012,72202010,207361,"Broccoli casserole (broccoli, noodles, and cream sauce) W/O FAT",4,FNDDS recipe with modified SR codes,NA,0.31135
2011/2012,72202020,0,"Broccoli casserole (broccoli, rice, cheese, and mushroom sauce)",1,Links to FNDDS,NA,0.556452
2011/2012,72202020,205703,"Broccoli casserole (broccoli, rice, cheese, and mushroom sauce) W/O FAT",4,FNDDS recipe with modified SR codes,NA,0.315638
2011/2012,72202020,207211,"Broccoli casserole (broccoli, rice, cheese, and mushroom sauce) W/ VEGETABLE OIL, NFS",4,FNDDS recipe with modified SR codes,NA,0.318333
2011/2012,72202030,0,"Broccoli, batter-dipped and fried",1,Links to FNDDS,NA,2.115059
2011/2012,72202030,207590,"Broccoli, batter-dipped and fried W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)",4,FNDDS recipe with modified SR codes,NA,0.693833
2011/2012,72202030,207722,"Broccoli, batter-dipped and fried W/O FAT",4,FNDDS recipe with modified SR codes,NA,0.718529
2011/2012,72302000,0,"Broccoli soup, prepared with milk, home recipe, canned or ready-to-serve (Includes cream of broccoli soup, NS as to made with milk or water)",1,Links to FNDDS,NA,0.463307
2011/2012,72302020,0,"Broccoli soup, prepared with water, home recipe, canned, or ready-to-serve",4,FNDDS recipe with modified SR codes,NA,0.23679
2011/2012,72302100,0,"Broccoli cheese soup, prepared with milk, home recipe, canned, or ready-to-serve",4,FNDDS recipe with modified SR codes,NA,0.279342
2011/2012,72307000,0,"Spinach soup (Includes cream of spinach soup, escarole soup)",4,FNDDS recipe with modified SR codes,NA,0.539492
2011/2012,72308000,0,"Dark-green leafy vegetable soup with meat, Asian style (Includes Vietnamese Vegetable and Pork Soup)",4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,72308500,0,"Dark-green leafy vegetable soup, meatless, Asian style (Includes Chinese Spinach Soup, Beet Green Soup)",4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,73101010,0,"Carrots, raw",2,Links to altEC,NA,0.26579
2011/2012,73102200,0,"Carrots, cooked, NS as to form, NS as to fat added in cooking (Includes carrots, NS as to raw or cooked)",4,FNDDS recipe with modified SR codes,NA,0.334258
2011/2012,73102210,0,"Carrots, cooked, NS as to form, fat not added in cooking",4,FNDDS recipe with modified SR codes,NA,0.332601
2011/2012,73102211,0,"Carrots, cooked, from fresh, fat not added in cooking",4,FNDDS recipe with modified SR codes,NA,0.327793
2011/2012,73102212,0,"Carrots, cooked, from frozen, fat not added in cooking",4,FNDDS recipe with modified SR codes,NA,0.474332
2011/2012,73102213,0,"Carrots, cooked, from canned, fat not added in cooking",1,Links to FNDDS,NA,0.354551
2011/2012,73102221,0,"Carrots, cooked, from fresh, fat added in cooking",4,FNDDS recipe with modified SR codes,NA,0.329593
2011/2012,73102221,100893,"Carrots, cooked, from fresh, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)",4,FNDDS recipe with modified SR codes,NA,0.329548
2011/2012,73102221,200135,"Carrots, cooked, from fresh, fat added in cooking W/ BUTTER, NFS",4,FNDDS recipe with modified SR codes,NA,0.336596
2011/2012,73105010,0,Carrot juice,1,Links to FNDDS,NA,0.353679
2011/2012,73111213,0,"Peas and carrots, cooked, from canned, fat not added in cooking",4,FNDDS recipe with modified SR codes,NA,0.374774
2011/2012,73201011,0,"Pumpkin, cooked, from fresh, fat not added in cooking",4,FNDDS recipe with modified SR codes,NA,NA
2011/2012,73201013,0,"Pumpkin, cooked, from canned, fat not added in cooking",4,FNDDS recipe with modified SR codes,NA,0.326724
2011/2012,73303010,0,"Squash, winter type, baked, no fat or sugar added in cooking (Includes acorn, butternut, hubbard, NS as to cooking method)",4,FNDDS recipe with modified SR codes,NA,0.721324
2011/2012,73305020,0,"Squash, winter, souffle",1,Links to FNDDS,NA,1.885068
2011/2012,73401000,0,"Sweet potato, NFS",4,FNDDS recipe with modified SR codes,NA,0.317525
2011/2012,73402010,0,"Sweet potato, baked, peel eaten, fat not added in cooking",4,FNDDS recipe with modified SR codes,NA,0.314575
2011/2012,73403010,0,"Sweet potato, baked, peel not eaten, fat not added in cooking (Includes NS as to peel eaten)",4,FNDDS recipe with modified SR codes,NA,0.314728
2011/2012,73403020,0,"Sweet potato, baked, peel not eaten, fat added in cooking (Includes NS as to peel eaten)",4,FNDDS recipe with modified SR codes,NA,0.317525
2011/2012,73405010,0,"Sweet potato, boiled, without peel, fat not added in cooking (Includes NS as to with or without peel)",4,FNDDS recipe with modified SR codes,NA,0.313782
2011/2012,73406000,0,"Sweet potato, candied",1,Links to FNDDS,NA,0.370577
2011/2012,73409000,0,"Sweet potato, casserole or mashed (Includes sweet potato pudding)",4,FNDDS recipe with modified SR codes,NA,0.316218
2011/2012,73409000,201590,"Sweetpotato, casserole or mashed W/O FAT",4,FNDDS recipe with modified SR codes,NA,0.276692
2011/2012,73409000,204911,"Sweetpotato, casserole or mashed W/ BUTTER, NFS",4,FNDDS recipe with modified SR codes,NA,0.285549
2011/2012,73410110,0,"Sweet potato, fried",4,FNDDS recipe with modified SR codes,NA,0.563574
2011/2012,73410210,0,"Sweet potato, chips (Includes Terra Sweet Potato Chips)",1,Links to FNDDS,NA,1.096981
2011/2012,73410300,0,"Sweet potato, french fries (Includes from fresh or frozen, baked or fried)",1,Links to FNDDS,NA,0.648935
2011/2012,73501000,0,"Carrot soup, cream of, prepared with milk, home recipe, canned or ready-to-serve",4,FNDDS recipe with modified SR codes,NA,0.253763
2011/2012,74101000,0,"Tomatoes, raw (Includes plum and Italian tomatoes)",2,Links to altEC,NA,0.624593
2011/2012,74201000,0,"Tomatoes, cooked, NS as to form, NS as to method",2,Links to altEC,NA,0.324754
2011/2012,74201001,0,"Tomatoes, cooked, from fresh, NS as to method",4,FNDDS recipe with modified SR codes,NA,0.708962
2011/2012,74201003,0,"Tomatoes, cooked, from canned, NS as to method",2,Links to altEC,NA,0.21849
2011/2012,74205010,0,"Tomatoes, green, cooked, NS as to form (Includes fried)",4,FNDDS recipe with modified SR codes,NA,0.535286
2011/2012,74206000,0,"Tomatoes, red, dried (Includes sun-dried tomatoes)",2,Links to altEC,NA,2.13218
2011/2012,74301100,0,Tomato juice,1,Links to FNDDS,NA,0.183919
2011/2012,74303000,0,"Tomato and vegetable juice, mostly tomato (Includes V8, vegetable juice, NFS)",1,Links to FNDDS,NA,0.194569
2011/2012,74304000,0,Tomato juice with clam or beef juice,1,Links to FNDDS,NA,0.208169
2011/2012,74401010,0,Tomato catsup (Includes ketchup),1,Links to FNDDS,NA,0.213448
2011/2012,74402010,0,Tomato chili sauce (catsup-type),2,Links to altEC,NA,0.213448
2011/2012,74402100,0,"Salsa, NFS",1,Links to FNDDS,NA,0.479755
2011/2012,74402110,0,"Salsa, pico de gallo (Includes salsa cruda)",4,FNDDS recipe with modified SR codes,NA,0.421813
2011/2012,74402150,0,"Salsa, red, commercially-prepared (Includes commercially canned salsa, taco sauce, creole sauce, picante sauce, McDonald's hot sauce, Taco Bell hot sauce, fast food hot sauce, hot sauce, NFS, tomato based salsa/sauce with hot peppers, salsa made with frui",1,Links to FNDDS,NA,0.479627
2011/2012,74402200,0,"Salsa, red, homemade (Includes salsa de chile rojo, salsa made with fruit (peach, mango, pineapple))",4,FNDDS recipe with modified SR codes,NA,0.304166
2011/2012,74402250,0,"Enchilada sauce, red (Includes enchilada sauce, NFS)",1,Links to FNDDS,NA,0.377806
2011/2012,74402260,0,"Enchilada sauce, green",1,Links to FNDDS,NA,0.337672
2011/2012,74402350,0,"Salsa verde or salsa, green (Includes tomatillo sauce, green tomato-chile sauce)",1,Links to FNDDS,NA,0.522783
2011/2012,74404010,0,"Spaghetti sauce, meatless (Includes Marinara sauce, cacciatore sauce, pizza sauce, spaghetti sauce with mushrooms, canned sauce, homemade-style sauce, spaghetti sauce, NFS, tomato sauce)",1,Links to FNDDS,NA,0.257654
2011/2012,74404020,0,"Spaghetti sauce with vegetables, homemade-style",4,FNDDS recipe with modified SR codes,NA,0.349824
2011/2012,74404030,0,"Spaghetti sauce with meat, canned, no extra meat added",1,Links to FNDDS,NA,0.233396
2011/2012,74404060,0,"Spaghetti sauce, meatless, fat free (Includes Weight Watchers meatless sauces, Healthy Choice meatless sauces, Ragu Light Garden Harvest Pasta Sauce, tomato sauce)",1,Links to FNDDS,NA,0.442749
2011/2012,74404090,0,Vodka flavored pasta sauce made with tomatoes and cream,1,Links to FNDDS,NA,0.375987
2011/2012,74406010,0,"Barbecue sauce (Includes Arby's Sauce, Buffalo sauce)",1,Links to FNDDS,NA,0.300085
2011/2012,74406100,0,"Steak sauce, tomato-base (Includes A1, Pickapeppa)",1,Links to FNDDS,NA,0.955627
2011/2012,74406500,0,Cocktail sauce (Includes shrimp sauce),1,Links to FNDDS,NA,0.699043
2011/2012,74410110,0,"Puerto Rican seasoning with ham (Includes Sofrito, NFS)",4,FNDDS recipe with modified SR codes,NA,0.949473
2011/2012,74504010,0,"Tomato and okra, cooked, fat not added in cooking",4,FNDDS recipe with modified SR codes,NA,0.314096
2011/2012,74504110,0,"Tomato and onion, cooked, fat not added in cooking",4,FNDDS recipe with modified SR codes,NA,0.363541
2011/2012,74504120,0,"Tomato and onion, cooked, fat added in cooking",4,FNDDS recipe with modified SR codes,NA,0.364034
2011/2012,74504120,100748,"Tomato and onion, cooked, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)",4,FNDDS recipe with modified SR codes,NA,0.364255
2011/2012,74506000,0,"Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar (Includes with onions)",4,FNDDS recipe with modified SR codes,NA,0.425603
2011/2012,74601000,0,"Tomato soup, NFS",4,FNDDS recipe with modified SR codes,NA,0.137446
2011/2012,74601010,0,"Tomato soup, cream of, prepared with milk (Includes tomato bisque, canned tomato soup prepared with milk)",4,FNDDS recipe with modified SR codes,NA,0.181366
2011/2012,74602010,0,"Tomato soup, prepared with water, or ready-to-serve (Includes Jenny Craig Tomato Soup)",4,FNDDS recipe with modified SR codes,NA,0.137389
2011/2012,74602200,0,"Tomato soup, canned, reduced sodium, prepared with water, or ready-to-serve (Includes Campbells's Healthy Request tomato soup)",4,FNDDS recipe with modified SR codes,NA,0.222605
2011/2012,74604500,0,"Tomato noodle soup, canned, prepared with water or ready-to-serve (Includes tomato macaroni / noodle / pasta soup)",4,FNDDS recipe with modified SR codes,NA,0.208197
2011/2012,74604600,0,"Tomato noodle soup, canned, prepared with milk (Includes tomato and macaroni / noodle / pasta soup, prepared with milk, cream of tomato noodle soup, ready-to-serve)",4,FNDDS recipe with modified SR codes,NA,0.186487
2011/2012,74605010,0,"Tomato rice soup, prepared with water (Includes Spanish rice soup)",1,Links to FNDDS,NA,0.534294
2011/2012,74606010,0,"Tomato vegetable soup, prepared with water",4,FNDDS recipe with modified SR codes,NA,0.137446
2011/2012,75100250,0,"Raw vegetable, NFS",1,Links to FNDDS,NA,0.785807
2011/2012,75100300,0,"Sprouts, NFS",2,Links to altEC,NA,1.66505
2011/2012,75100800,0,"Asparagus, raw",2,Links to altEC,NA,1.584145
2011/2012,75101000,0,"Bean sprouts, raw (soybean or mung)",2,Links to altEC,NA,0.640307
2011/2012,75101800,0,"Beans, string, green, raw",2,Links to altEC,NA,0.761497
2011/2012,75102500,0,"Beets, raw",2,Links to altEC,NA,1.559972
2011/2012,75103000,0,"Cabbage, green, raw (Includes cabbage, NS as to color)",2,Links to altEC,NA,0.606469
2011/2012,75105000,0,"Cabbage, red, raw (Includes cabbage, NS to color, in tossed green salad, purple cabbage)",2,Links to altEC,NA,0.602725
2011/2012,75105500,0,"Cactus, raw",2,Links to altEC,NA,0.450371
2011/2012,75107000,0,"Cauliflower, raw",2,Links to altEC,NA,0.60282
2011/2012,75109000,0,"Celery, raw (Includes celery, NFS)",2,Links to altEC,NA,0.461878
2011/2012,75109400,0,"Basil, raw",2,Links to altEC,NA,7.808029
2011/2012,75109500,0,"Chives, raw (Includes chives, NFS)",2,Links to altEC,NA,11.600673
2011/2012,75109550,0,"Cilantro, raw (Includes coriander leaves, Chinese parsley)",2,Links to altEC,NA,6.71327
2011/2012,75109600,0,"Corn, raw",2,Links to altEC,NA,0.967116
2011/2012,75111000,0,"Cucumber, raw (Includes cucumber, NFS)",1,Links to FNDDS,NA,1.216597
2011/2012,75111500,0,"Garlic, raw",2,Links to altEC,NA,0.871616
2011/2012,75111800,0,"Jicama, raw (Includes yambean)",2,Links to altEC,NA,1.00075
2011/2012,75113000,0,"Lettuce, raw (Includes lettuce, NFS, iceberg)",2,Links to altEC,NA,0.511489
2011/2012,75113060,0,"Lettuce, Boston, raw (Includes deer tongue lettuce, native lettuce, red leaf lettuce, Bibb)",2,Links to altEC,NA,1.226805
2011/2012,75113080,0,"Lettuce, arugula, raw",2,Links to altEC,NA,2.073514
2011/2012,75114000,0,"Mixed salad greens, raw",3,Original FNDDS recipe,NA,0.798405
2011/2012,75115000,0,"Mushrooms, raw",2,Links to altEC,NA,0.799594
2011/2012,75117010,0,"Onions, young green, raw (Includes scallions, spring onions)",2,Links to altEC,NA,0.806404
2011/2012,75117020,0,"Onions, mature, raw (Includes red onions, onions, NFS)",2,Links to altEC,NA,0.196598
